Scenario,Prediction,Confidence,Ground Truth,Status,LPTN_1_vi,LPTN_1_vi_col,LPTN_1_vi_selected_prob,LPTN_1_i,LPTN_1_i_col,LPTN_1_i_selected_prob,GPTN_1,GPTN_1_col,GPTN_1_selected_prob,LPTN_1_ii,LPTN_1_ii_col,LPTN_1_ii_selected_prob,LPTN_1_iv,LPTN_1_iv_col,LPTN_1_iv_selected_prob,LPTN_1_viii,LPTN_1_viii_col,LPTN_1_viii_selected_prob,Physical_Anomaly,Physical_Anomaly_col,Physical_Anomaly_selected_prob,Network_Manipulation,Network_Manipulation_col,Network_Manipulation_selected_prob,Deviation_in_Dispatch,Deviation_in_Dispatch_col,Deviation_in_Dispatch_selected_prob,GPTN_3,GPTN_3_col,GPTN_3_selected_prob,Execution_Integrity,Execution_Integrity_col,Execution_Integrity_selected_prob,GPTN_2,GPTN_2_col,GPTN_2_selected_prob,LPTN_1_iii,LPTN_1_iii_col,LPTN_1_iii_selected_prob,Deviation_in_Response,Deviation_in_Response_col,Deviation_in_Response_selected_prob,Program_Anomaly,Program_Anomaly_col,Program_Anomaly_selected_prob,LPTN_1_x,LPTN_1_x_col,LPTN_1_x_selected_prob,LPTN_1_v,LPTN_1_v_col,LPTN_1_v_selected_prob,LPTN_1_ix,LPTN_1_ix_col,LPTN_1_ix_selected_prob,Root_Causes,Root_Causes_col,Root_Causes_selected_prob,GPTN_5,GPTN_5_col,GPTN_5_selected_prob
45,Memory_Corruption,0.5945355999999999,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Not_Found,1,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,0,0.9,Found,0,0.5,Compromised,2,0.8,Not_Found,0,0.5,Not_Found,1,0.9,No,15,0.8,Yes,0,0.9,Found,0,0.7,Not_Found,1,0.9,Found,0,0.7,Memory_Corruption,4,0.7,Found,0,0.5
13,Memory_Corruption,0.42139059999999995,Memory_Corruption,FAILURE,Found,0,0.8,Found,0,0.8,Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,Yes,1,0.85,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,0,0.9,Yes,0,0.9,Yes,0,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,Memory_Corruption,1,0.4,Not_Found,0,0.5
70,Memory_Corruption,0.5572963,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Found,1,0.1,Not_Found,0,0.1,Not_Found,0,0.3,Yes,0,0.85,No,3,0.95,No,6,0.55,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Found,0,0.9,No,19,0.65,Yes,0,0.9,Found,1,0.5,Not_Found,1,0.9,Not_Found,1,0.5,Memory_Corruption,4,0.7,Found,0,0.5
29,FDI,0.41515500000000005,FDI,FAILURE,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,Yes,2,0.85,Yes,0,0.9,Not_Found,0,0.5,Compromised,4,0.72,Found,0,0.5,Found,0,0.9,Yes,0,0.9,No,1,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,FDI,1,0.4,Not_Found,0,0.5
43,Memory_Corruption,0.6100882000000001,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Found,0,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,1,0.1,Yes,24,0.55,Yes,0,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,Memory_Corruption,4,0.7,Found,0,0.5
85,Memory_Corruption,0.5806735000000001,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Found,0,0.9,Not_Found,1,0.5,Yes,0,0.85,No,3,0.95,No,13,0.75,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,1,0.1,Yes,8,0.75,Yes,0,0.9,Not_Found,0,0.3,Found,0,0.9,Found,1,0.5,Memory_Corruption,4,0.7,Found,0,0.5
40,Memory_Corruption,0.6167536,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,1,0.7,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,0,0.9,Yes,0,0.9,Yes,0,0.9,Not_Found,0,0.3,Found,0,0.9,Found,0,0.7,Memory_Corruption,4,0.7,Found,0,0.5
30,Memory_Corruption,0.7346098000000001,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,No,3,0.95,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,0,0.9,Yes,0,0.9,Yes,0,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,Memory_Corruption,5,0.8,Not_Found,0,0.5
14,Memory_Corruption,0.42139059999999995,Memory_Corruption,FAILURE,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,Yes,2,0.85,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Found,0,0.5,Found,0,0.9,Yes,0,0.9,Yes,0,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,Memory_Corruption,1,0.4,Not_Found,0,0.5
35,Memory_Corruption,0.6839302,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Not_Found,1,0.9,Not_Found,0,0.3,No,1,0.9,No,3,0.95,No,7,0.75,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Not_Found,1,0.9,No,15,0.8,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,1,0.5,Memory_Corruption,5,0.8,Not_Found,0,0.5
23,FDI,0.47518580000000005,Memory_Corruption,FAILURE,Found,0,0.8,Found,0,0.8,Found,0,0.5,Not_Found,0,0.1,Not_Found,1,0.9,Not_Found,0,0.3,No,1,0.9,Yes,0,0.95,No,7,0.75,Found,0,0.5,Compromised,3,0.55,Found,0,0.5,Not_Found,1,0.9,No,15,0.8,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,1,0.5,Memory_Corruption,1,0.4,Not_Found,0,0.5
64,Memory_Corruption,0.5924587,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,1,0.1,Found,1,0.5,Yes,0,0.85,No,3,0.95,No,10,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Yes,4,0.75,Yes,0,0.9,Found,1,0.5,Found,0,0.9,Not_Found,0,0.3,Memory_Corruption,4,0.7,Found,0,0.5
62,Memory_Corruption,0.5816878,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Not_Found,0,0.1,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,2,0.7,Found,0,0.5,Compromised,2,0.8,Not_Found,0,0.5,Found,1,0.1,No,26,0.65,Yes,0,0.9,Found,1,0.5,Found,1,0.1,Not_Found,0,0.3,Memory_Corruption,4,0.7,Found,0,0.5
37,Memory_Corruption,0.5572963,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,1,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,No,3,0.55,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Not_Found,0,0.1,No,7,0.65,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,0,0.3,Memory_Corruption,4,0.7,Found,0,0.5
82,Memory_Corruption,0.5748775,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,0,0.1,Found,1,0.5,Yes,0,0.85,No,3,0.95,No,10,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,0,0.9,Yes,3,0.55,Yes,0,0.9,Found,1,0.5,Not_Found,1,0.9,Not_Found,0,0.3,Memory_Corruption,4,0.7,Found,0,0.5
36,Memory_Corruption,0.7098587500000001,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Found,0,0.9,Not_Found,1,0.5,No,1,0.9,No,3,0.95,No,12,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,1,0.1,Yes,24,0.55,Yes,0,0.9,Found,0,0.7,Found,0,0.9,Found,1,0.5,Memory_Corruption,5,0.8,Not_Found,0,0.5
83,Memory_Corruption,0.7098587500000001,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,0,0.1,Found,1,0.5,No,1,0.9,No,3,0.95,No,10,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,0,0.9,Yes,3,0.55,Yes,0,0.9,Found,1,0.5,Not_Found,1,0.9,Not_Found,0,0.3,Memory_Corruption,5,0.8,Not_Found,0,0.5
10,Memory_Corruption,0.5231482,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,1,0.9,Not_Found,1,0.5,Yes,0,0.85,No,3,0.95,No,15,0.9,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Not_Found,0,0.1,No,7,0.65,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,1,0.5,Memory_Corruption,4,0.7,Found,0,0.5
78,Memory_Corruption,0.5816878,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Not_Found,1,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,1,0.7,Found,0,0.5,Compromised,2,0.8,Not_Found,0,0.5,Not_Found,1,0.9,No,14,0.65,Yes,0,0.9,Not_Found,0,0.3,Found,1,0.1,Found,0,0.7,Memory_Corruption,4,0.7,Found,0,0.5
6,Memory_Corruption,0.5900920000000001,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Not_Found,1,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,0,0.9,Found,0,0.5,Compromised,2,0.8,Not_Found,0,0.5,Not_Found,1,0.9,No,31,0.9,Yes,0,0.9,Found,0,0.7,Not_Found,1,0.9,Found,0,0.7,Memory_Corruption,4,0.7,Found,0,0.5
15,FDI,0.4914158,Memory_Corruption,FAILURE,Not_Found,0,0.2,Not_Found,0,0.2,Found,0,0.5,Not_Found,1,0.9,Not_Found,1,0.9,Not_Found,1,0.5,No,1,0.9,Yes,0,0.95,No,15,0.9,Found,0,0.5,Compromised,3,0.55,Found,0,0.5,Not_Found,1,0.9,No,31,0.9,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,1,0.5,Memory_Corruption,1,0.4,Not_Found,0,0.5
66,Memory_Corruption,0.5748775,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Found,1,0.1,Found,1,0.1,Not_Found,0,0.3,Yes,0,0.85,No,3,0.95,No,5,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Yes,20,0.55,Yes,0,0.9,Not_Found,0,0.3,Found,0,0.9,Found,1,0.5,Memory_Corruption,4,0.7,Found,0,0.5
68,Memory_Corruption,0.5748775,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Found,1,0.1,Found,1,0.5,Yes,0,0.85,No,3,0.95,No,9,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Not_Found,1,0.9,Yes,12,0.55,Yes,0,0.9,Not_Found,0,0.3,Found,0,0.9,Found,0,0.7,Memory_Corruption,4,0.7,Found,0,0.5
65,Memory_Corruption,0.71843095,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,1,0.1,Found,1,0.5,No,1,0.9,No,3,0.95,No,10,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Yes,4,0.75,Yes,0,0.9,Found,1,0.5,Found,0,0.9,Not_Found,0,0.3,Memory_Corruption,5,0.8,Not_Found,0,0.5
2,Memory_Corruption,0.7131793,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,1,0.9,Found,0,0.7,No,1,0.9,No,3,0.95,Yes,1,0.7,Found,0,0.5,Compromised,2,0.8,Not_Found,0,0.5,Not_Found,0,0.1,No,7,0.65,Yes,0,0.9,Not_Found,0,0.3,Not_Found,1,0.9,Found,0,0.7,Memory_Corruption,5,0.8,Not_Found,0,0.5
18,Memory_Corruption,0.41803029999999997,Memory_Corruption,FAILURE,Found,0,0.8,Found,0,0.8,Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,Yes,1,0.85,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,0,0.9,Yes,1,0.75,Yes,0,0.9,Found,0,0.7,Not_Found,0,0.1,Found,0,0.7,Memory_Corruption,1,0.4,Not_Found,0,0.5
28,FDI,0.41515500000000005,FDI,FAILURE,Found,0,0.8,Found,0,0.8,Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,Yes,1,0.85,Yes,0,0.9,Not_Found,0,0.5,Compromised,4,0.72,Not_Found,0,0.5,Found,0,0.9,Yes,0,0.9,No,1,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,FDI,1,0.4,Not_Found,0,0.5
72,Memory_Corruption,0.594439,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,1,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,2,0.7,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Not_Found,0,0.1,Yes,6,0.55,Yes,0,0.9,Found,1,0.5,Found,1,0.1,Not_Found,0,0.3,Memory_Corruption,4,0.7,Found,0,0.5
74,Memory_Corruption,0.5572963,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Not_Found,0,0.1,Found,1,0.5,Yes,0,0.85,No,3,0.95,No,10,0.55,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Found,1,0.1,No,11,0.65,Yes,0,0.9,Found,1,0.5,Not_Found,1,0.9,Not_Found,0,0.3,Memory_Corruption,4,0.7,Found,0,0.5
59,Memory_Corruption,0.71843095,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,0,0.1,Found,1,0.5,No,1,0.9,No,3,0.95,No,9,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,0,0.9,Yes,2,0.75,Yes,0,0.9,Not_Found,0,0.3,Found,1,0.1,Found,0,0.7,Memory_Corruption,5,0.8,Not_Found,0,0.5
34,Memory_Corruption,0.7270267,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,0,0.1,Found,0,0.7,No,1,0.9,No,3,0.95,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,0,0.9,Yes,3,0.55,Yes,0,0.9,Found,0,0.7,Not_Found,1,0.9,Found,0,0.7,Memory_Corruption,5,0.8,Not_Found,0,0.5
46,Memory_Corruption,0.7302766,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,No,3,0.95,Yes,1,0.7,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,0,0.9,Yes,0,0.9,Yes,0,0.9,Not_Found,0,0.3,Found,0,0.9,Found,0,0.7,Memory_Corruption,5,0.8,Not_Found,0,0.5
11,FDI,0.4169742,Memory_Corruption,FAILURE,Found,0,0.8,Found,0,0.8,Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,No,1,0.9,Yes,0,0.95,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Found,0,0.5,Found,0,0.9,Yes,0,0.9,Yes,0,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,Memory_Corruption,1,0.4,Not_Found,0,0.5
52,Memory_Corruption,0.5474914,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Found,0,0.9,Not_Found,1,0.5,Yes,0,0.85,No,3,0.95,No,15,0.9,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,1,0.1,Yes,24,0.55,Yes,0,0.9,Not_Found,1,0.5,Found,0,0.9,Not_Found,1,0.5,Memory_Corruption,4,0.7,Found,0,0.5
8,Memory_Corruption,0.6905713,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Not_Found,1,0.9,Not_Found,1,0.5,No,1,0.9,No,3,0.95,No,12,0.55,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Not_Found,1,0.9,No,31,0.9,Yes,0,0.9,Found,0,0.7,Not_Found,1,0.9,Found,1,0.5,Memory_Corruption,5,0.8,Not_Found,0,0.5
31,Memory_Corruption,0.6698002000000001,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Not_Found,1,0.9,Not_Found,1,0.5,No,1,0.9,No,3,0.95,No,15,0.9,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Not_Found,1,0.9,No,31,0.9,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,1,0.5,Memory_Corruption,5,0.8,Not_Found,0,0.5
80,Memory_Corruption,0.5816878,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Not_Found,1,0.9,Found,0,0.9,Not_Found,0,0.3,Yes,0,0.85,No,3,0.95,Yes,4,0.7,Found,0,0.5,Compromised,2,0.8,Not_Found,0,0.5,Found,1,0.1,No,25,0.65,Yes,0,0.9,Found,0,0.7,Not_Found,0,0.1,Found,1,0.5,Memory_Corruption,4,0.7,Found,0,0.5
38,Memory_Corruption,0.7098587500000001,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Found,1,0.1,Found,0,0.9,Found,0,0.7,No,1,0.9,No,3,0.95,No,3,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,0,0.9,Yes,17,0.55,Yes,0,0.9,Not_Found,1,0.5,Not_Found,0,0.1,Not_Found,0,0.3,Memory_Corruption,5,0.8,Not_Found,0,0.5
57,Memory_Corruption,0.7012865500000001,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Not_Found,1,0.9,Found,0,0.7,No,1,0.9,No,3,0.95,No,3,0.55,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Not_Found,0,0.1,No,7,0.65,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,0,0.3,Memory_Corruption,5,0.8,Not_Found,0,0.5
7,Memory_Corruption,0.6757348000000001,Memory_Corruption,SUCCESS,Not_Found,0,0.2,Found,0,0.8,Not_Found,0,0.5,Not_Found,0,0.1,Not_Found,1,0.9,Not_Found,1,0.5,No,1,0.9,No,3,0.95,No,15,0.9,Found,0,0.5,Compromised,3,0.55,Not_Found,0,0.5,Not_Found,1,0.9,No,15,0.8,Yes,0,0.9,Not_Found,1,0.5,Not_Found,1,0.9,Not_Found,1,0.5,Memory_Corruption,5,0.8,Not_Found,0,0.5
5,Memory_Corruption,0.6256408,Memory_Corruption,SUCCESS,Found,0,0.8,Found,0,0.8,Not_Found,0,0.5,Found,0,0.9,Found,0,0.9,Found,0,0.7,Yes,0,0.85,No,3,0.95,Yes,0,0.9,Found,0,0.5,Compromised,0,0.88,Not_Found,0,0.5,Found,0,0.9,Yes,0,0.9,Yes,0,0.9,Found,0,0.7,Found,0,0.9,Found,0,0.7,Memory_Corruption,4,0.7,Found,0,0.5
58,Memory_Corruption,0.71843095,Memory_Corruption,SUCCESS,Found,0,0.8,Not_Found,0,0.2,Not_Found,0,0.5,Found,1,0.1,Found,0,0.9,Found,0,0.7,No,1,0.9,No,3,0.95,No,3,0.55,Found,0,0.5,Compromised,1,0.8,Not_Found,0,0.5,Found,0,0.9,Yes,16,0.75,Yes,0,0.9,Not_Found,1,0.5,Found,0,0.9,Not_Found,0,0.3,Memory_Corruption,5,0.8,Not_Found,0,0.5
